,Orderid,Orderdatetime,Saleamount,Newcustomer,Position,Positiondatetime,Groupname,Networkname,Networkid,Brand,Positionname,DaysToConvert
7192,11724794,5/21/12 4:04,158.57,N,1,5/21/12 3:57,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,ASSIST,0
7193,11724794,5/21/12 4:04,158.57,N,0,5/21/12 3:38,SEARCH GOOGLE BRAND,G: Medifast Brand Terms > Medifast > ,g000793,Y,ORIGINATOR,0
7194,11724836,5/21/12 4:50,355.81,Y,1,5/21/12 3:45,BUZZ AFFILIATE,ValueClick CPA,vc225,N,CONVERTER,0
7195,11724836,5/21/12 4:50,355.81,Y,0,5/21/12 3:42,SEARCH GOOGLE BRAND,G: Medifast Brand Terms > Medifast > ,g000791,Y,ORIGINATOR,0
7196,11724838,5/21/12 4:50,350.01,Y,3,5/21/12 4:38,CPM,Mediawhiz,n62974792,N,CONVERTER,0
7197,11724838,5/21/12 4:50,350.01,Y,2,5/21/12 4:38,CPM,Acerno,acerno,N,ASSIST,0
7198,11724838,5/21/12 4:50,350.01,Y,1,5/21/12 3:17,CPM,Mediawhiz,n62974792,N,ROSTER,0
7199,11724838,5/21/12 4:50,350.01,Y,0,5/21/12 0:15,CPM,Accordant,n6899541,N,ORIGINATOR,0
7200,11724846,5/21/12 4:55,218.49,N,7,3/24/12 0:16,CPM,Acerno,acerno,N,CONVERTER,57
7201,11724846,5/21/12 4:55,218.49,N,6,3/24/12 0:16,CPM,Acerno,acerno,N,ASSIST,57
7202,11724846,5/21/12 4:55,218.49,N,5,3/23/12 23:57,CPM,Acerno,acerno,N,ROSTER,58
7203,11724846,5/21/12 4:55,218.49,N,4,2/4/12 3:05,CPM,Armonix,nar7467,N,ROSTER,107
7204,11724846,5/21/12 4:55,218.49,N,3,2/2/12 0:14,SEARCH GOOGLE BRAND,G: Medifast Brand Terms > Medifast > ,g000791,Y,ROSTER,109
7205,11724846,5/21/12 4:55,218.49,N,2,2/1/12 4:45,SEARCH GOOGLE BRAND,G: Medifast Brand Terms > Medifast > ,g000791,Y,ROSTER,110
7206,11724846,5/21/12 4:55,218.49,N,1,12/26/11 15:59,SEARCH GOOGLE BRAND,G: Medifast Brand Terms > Medifast > ,g000791,Y,ROSTER,145
7207,11724846,5/21/12 4:55,218.49,N,0,12/26/11 15:58,SEARCH GOOGLE BRAND,G: Medifast Brand Terms > Medifast Coupons > medifast coupons,g001158,Y,ORIGINATOR,145
7212,11724892,5/21/12 5:51,186.95,Y,1,5/21/12 4:27,CJ,Commission Junction,cj22,N,CONVERTER,0
7213,11724892,5/21/12 5:51,186.95,Y,0,5/21/12 4:22,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,ORIGINATOR,0
7214,11727621,5/21/12 11:17,121.48,N,4,2/22/12 22:39,Uncategorized,Uncategorized,uncategorized,N,CONVERTER,89
7215,11727621,5/21/12 11:17,121.48,N,3,2/22/12 22:39,OTHER,MedifastHealth.com - Portal,medifasthealth,Y,ASSIST,89
7216,11727621,5/21/12 11:17,121.48,N,2,2/6/12 9:47,Uncategorized,Uncategorized,uncategorized,N,ROSTER,105
7217,11727621,5/21/12 11:17,121.48,N,1,2/6/12 9:37,Uncategorized,Uncategorized,uncategorized,N,ROSTER,105
7218,11727621,5/21/12 11:17,121.48,N,0,11/3/11 21:14,SEARCH GOOGLE BRAND,G: Medifast Brand Terms > Medifast > ,g000791,Y,ORIGINATOR,198
7222,11727643,5/21/12 11:50,92.51,Y,6,5/14/12 18:33,CPM,Magnetic,h987mag,N,CONVERTER,7
7223,11727643,5/21/12 11:50,92.51,Y,5,5/14/12 18:32,CPM,Adroll - adr,adr,N,ASSIST,7
7224,11727643,5/21/12 11:50,92.51,Y,4,5/5/12 2:22,CPM,Armonix,nar7467,N,ROSTER,16
7225,11727643,5/21/12 11:50,92.51,Y,3,4/28/12 21:27,SEARCH MSN BRAND,Medifast Brand Terms >  Medifast >  about medifast,brand3357msn,Y,ROSTER,23
7226,11727643,5/21/12 11:50,92.51,Y,2,4/26/12 20:10,SEARCH GOOGLE BRAND,G: Medifast Brand Terms > Medifast Coupons > medifast coupon code,g001153,Y,ROSTER,25
7227,11727643,5/21/12 11:50,92.51,Y,1,4/21/12 20:19,SEARCH GOOGLE BRAND,G: Medifast Brand Terms > Medifast > ,g000793,Y,ROSTER,30
7228,11727643,5/21/12 11:50,92.51,Y,0,3/24/12 22:53,SEARCH GOOGLE BRAND,G: Medifast Brand Terms > Medifast URL Options > www.medifast.com,g001264,Y,ORIGINATOR,57
7229,11727700,5/21/12 12:40,108.35,Y,9,5/21/12 12:31,CJ,Commission Junction,cj22,N,CONVERTER,0
7230,11727700,5/21/12 12:40,108.35,Y,8,5/21/12 12:28,SEARCH GOOGLE BRAND,G: Medifast Brand Terms > Medifast Coupons > medifast coupon code,g001153,Y,ASSIST,0
7231,11727700,5/21/12 12:40,108.35,Y,7,5/21/12 0:44,CPM,Adroll - adr,adr,N,ROSTER,0
7232,11727700,5/21/12 12:40,108.35,Y,6,5/21/12 0:37,CPM,Accordant,n6899541,N,ROSTER,0
7233,11727700,5/21/12 12:40,108.35,Y,5,5/21/12 0:37,CPM,Mediawhiz,n62974792,N,ROSTER,0
7234,11727700,5/21/12 12:40,108.35,Y,4,5/21/12 0:21,CPM,Accordant,n6899541,N,ROSTER,0
7235,11727700,5/21/12 12:40,108.35,Y,3,5/21/12 0:08,CPM,Mediawhiz,n62974792,N,ROSTER,0
7236,11727700,5/21/12 12:40,108.35,Y,2,5/21/12 0:04,CPM,Accordant,n6899541,N,ROSTER,0
7237,11727700,5/21/12 12:40,108.35,Y,1,5/20/12 22:45,CPM,Mediawhiz,n62974792,N,ROSTER,1
7238,11727700,5/21/12 12:40,108.35,Y,0,5/20/12 22:44,CPM,Mediawhiz,n62974792,N,ORIGINATOR,1
7248,11727720,5/21/12 13:07,258.75,Y,5,5/21/12 2:05,CPM,Mediawhiz,n62974792,N,CONVERTER,0
7249,11727720,5/21/12 13:07,258.75,Y,4,5/21/12 2:04,CPM,Mediawhiz,n62974792,N,ASSIST,0
7250,11727720,5/21/12 13:07,258.75,Y,3,5/21/12 2:03,CPM,Mediawhiz,n62974792,N,ROSTER,0
7251,11727720,5/21/12 13:07,258.75,Y,2,5/21/12 0:15,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,ROSTER,0
7252,11727720,5/21/12 13:07,258.75,Y,1,5/21/12 0:06,BUZZ AFFILIATE,ValueClick CPA,vc225,N,ROSTER,0
7253,11727720,5/21/12 13:07,258.75,Y,0,5/20/12 21:37,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,ORIGINATOR,1
7254,11727725,5/21/12 12:52,83.65,N,2,5/18/12 18:14,CPM,Mediawhiz,n62974792,N,CONVERTER,3
7255,11727725,5/21/12 12:52,83.65,N,1,5/18/12 18:14,CPM,Mediawhiz,n62974792,N,ASSIST,3
7256,11727725,5/21/12 12:52,83.65,N,0,5/18/12 14:37,CPM,Adroll - adr,adr,N,ORIGINATOR,3
7257,11727747,5/21/12 13:12,258.28,N,3,4/2/12 12:46,CPM,Mediawhiz,n62974792,N,CONVERTER,49
7258,11727747,5/21/12 13:12,258.28,N,2,4/2/12 12:38,CPM,Mediawhiz,n62974792,N,ASSIST,49
7259,11727747,5/21/12 13:12,258.28,N,1,4/2/12 12:35,CPM,Mediawhiz,n62974792,N,ROSTER,49
7260,11727747,5/21/12 13:12,258.28,N,0,3/15/12 12:38,SEARCH GOOGLE BRAND,G: Medifast Brand Terms > Medifast > ,g000791,Y,ORIGINATOR,66
7261,11727755,5/21/12 13:16,262.35,N,7,5/19/12 22:55,CPM,Armonix,nar7467,N,CONVERTER,2
7262,11727755,5/21/12 13:16,262.35,N,6,5/19/12 21:41,SEARCH GOOGLE BRAND,G: Medifast Brand Terms > Medifast > ,g000791,Y,ASSIST,2
7263,11727755,5/21/12 13:16,262.35,N,5,5/19/12 21:40,SEARCH GOOGLE BRAND,G: Medifast Brand Terms > Medifast > ,g000791,Y,ROSTER,2
7264,11727755,5/21/12 13:16,262.35,N,4,5/18/12 14:57,CPM,Armonix,nar7467,N,ROSTER,3
7265,11727755,5/21/12 13:16,262.35,N,3,5/8/12 20:21,CPM,Armonix,nar7467,N,ROSTER,13
7266,11727755,5/21/12 13:16,262.35,N,2,5/3/12 23:06,CPM,Mediawhiz,n62974792,N,ROSTER,18
7267,11727755,5/21/12 13:16,262.35,N,1,5/2/12 18:51,SEARCH GOOGLE BRAND,G: Medifast Brand Terms > Medifast > ,g000791,Y,ROSTER,19
7268,11727755,5/21/12 13:16,262.35,N,0,5/2/12 18:49,CPM,Acerno,acerno,N,ORIGINATOR,19
7269,11727808,5/21/12 13:33,135.16,N,9,5/20/12 12:38,BUZZ AFFILIATE,ValueClick CPA,vc225,N,CONVERTER,1
7270,11727808,5/21/12 13:33,135.16,N,8,5/20/12 12:24,BUZZ AFFILIATE,ValueClick CPA,vc225,N,ASSIST,1
7271,11727808,5/21/12 13:33,135.16,N,7,5/19/12 21:03,CPM,Adroll - adr,adr,N,ROSTER,2
7272,11727808,5/21/12 13:33,135.16,N,6,5/19/12 16:31,CPM,Mediawhiz,n62974792,N,ROSTER,2
7273,11727808,5/21/12 13:33,135.16,N,5,5/19/12 16:31,CPM,Mediawhiz,n62974792,N,ROSTER,2
7274,11727808,5/21/12 13:33,135.16,N,4,5/19/12 16:31,CPM,Mediawhiz,n62974792,N,ROSTER,2
7275,11727808,5/21/12 13:33,135.16,N,3,5/18/12 21:59,CPM,Armonix,nar7467,N,ROSTER,3
7276,11727808,5/21/12 13:33,135.16,N,2,5/18/12 21:47,CPM,Adroll - adr,adr,N,ROSTER,3
7277,11727808,5/21/12 13:33,135.16,N,1,5/18/12 14:35,CPM,Armonix,nar7467,N,ROSTER,3
7278,11727808,5/21/12 13:33,135.16,N,0,5/18/12 14:00,CPM,Armonix,nar7467,N,ORIGINATOR,3
7279,11727814,5/21/12 13:41,55.21,N,7,5/18/12 14:21,CPM,Armonix,nar7467,N,CONVERTER,3
7280,11727814,5/21/12 13:41,55.21,N,6,5/18/12 14:21,CPM,Armonix,nar7467,N,ASSIST,3
7281,11727814,5/21/12 13:41,55.21,N,5,5/18/12 14:20,CPM,Armonix,nar7467,N,ROSTER,3
7282,11727814,5/21/12 13:41,55.21,N,4,5/16/12 16:46,CPM,Acerno,acerno,N,ROSTER,5
7283,11727814,5/21/12 13:41,55.21,N,3,5/15/12 16:14,CPM,Mediawhiz,n62974792,N,ROSTER,6
7284,11727814,5/21/12 13:41,55.21,N,2,5/15/12 16:11,CPM,Accordant,n6899541,N,ROSTER,6
7285,11727814,5/21/12 13:41,55.21,N,1,5/14/12 20:38,CPM,Adroll - adr,adr,N,ROSTER,7
7286,11727814,5/21/12 13:41,55.21,N,0,5/14/12 17:17,SEARCH MSN BRAND,Medifast Brand Terms >  Medifast >  about medifast,brand3357msn,Y,ORIGINATOR,7
7287,11727857,5/21/12 13:55,346.65,Y,1,5/21/12 13:38,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,CONVERTER,0
7288,11727857,5/21/12 13:55,346.65,Y,0,5/21/12 13:37,SEARCH GOOGLE BRAND,G: Medifast Brand Terms > Medifast > ,g000791,Y,ORIGINATOR,0
7292,11727911,5/21/12 14:15,258.49,Y,6,3/14/12 12:46,CPM,AOL - February 2011,N9457P1A,N,CONVERTER,67
7293,11727911,5/21/12 14:15,258.49,Y,5,3/13/12 14:32,CPM,AOL - February 2011,N9457P1A,N,ASSIST,68
7294,11727911,5/21/12 14:15,258.49,Y,4,3/13/12 13:16,CPM,AOL - February 2011,N9457P1A,N,ROSTER,68
7295,11727911,5/21/12 14:15,258.49,Y,3,1/12/12 16:16,SEARCH YAHOO BRAND,Yahoo:  Medifast Brand Terms > Medifast > ,brandyahoo4034,Y,ROSTER,129
7296,11727911,5/21/12 14:15,258.49,Y,2,1/12/12 16:15,SEARCH YAHOO BRAND,Yahoo:  Medifast Brand Terms > Medifast > ,brandyahoo4034,Y,ROSTER,129
7297,11727911,5/21/12 14:15,258.49,Y,1,1/11/12 23:02,CPM,Acerno,acerno,N,ROSTER,130
7298,11727911,5/21/12 14:15,258.49,Y,0,12/18/11 11:32,SEARCH YAHOO BRAND,Yahoo:  Medifast Brand Terms > Medifast > ,brandyahoo4034,Y,ORIGINATOR,153
7299,11727930,5/21/12 14:26,341.95,Y,1,5/21/12 14:17,CJ,Commission Junction,cj22,N,CONVERTER,0
7300,11727930,5/21/12 14:26,341.95,Y,0,5/20/12 16:39,SEARCH MSN BRAND,Medifast Brand Terms >  Medifast >  about medifast,brand3357msn,Y,ORIGINATOR,1
7301,11727978,5/21/12 14:50,251.45,Y,2,5/21/12 14:38,CPM,Accordant,n6899541,N,CONVERTER,0
7302,11727978,5/21/12 14:50,251.45,Y,1,5/21/12 14:38,CPM,Accordant,n6899541,N,ASSIST,0
7303,11727978,5/21/12 14:50,251.45,Y,0,5/21/12 14:38,CPM,Acerno,acerno,N,ORIGINATOR,0
7304,11727988,5/21/12 14:39,128.1,N,4,5/20/12 15:31,CPM,Adroll - adr,adr,N,CONVERTER,1
7305,11727988,5/21/12 14:39,128.1,N,3,5/20/12 15:31,CPM,Adroll - adr,adr,N,ASSIST,1
7306,11727988,5/21/12 14:39,128.1,N,2,5/19/12 15:34,CPM,Mediawhiz,n62974792,N,ROSTER,2
7307,11727988,5/21/12 14:39,128.1,N,1,5/18/12 23:37,CPM,Mediawhiz,n62974792,N,ROSTER,3
7308,11727988,5/21/12 14:39,128.1,N,0,5/18/12 14:53,CPM,Mediawhiz,n62974792,N,ORIGINATOR,3
7309,11727996,5/21/12 14:45,330,Y,8,5/21/12 14:39,CJ,Commission Junction,cj22,N,CONVERTER,0
7310,11727996,5/21/12 14:45,330,Y,7,5/21/12 14:37,CPM,Mediawhiz,n62974792,N,ASSIST,0
7311,11727996,5/21/12 14:45,330,Y,6,5/21/12 14:37,CPM,Mediawhiz,n62974792,N,ROSTER,0
7312,11727996,5/21/12 14:45,330,Y,5,5/21/12 14:37,CPM,Mediawhiz,n62974792,N,ROSTER,0
7313,11727996,5/21/12 14:45,330,Y,4,5/21/12 14:28,CJ,Commission Junction,cj22,N,ROSTER,0
7314,11727996,5/21/12 14:45,330,Y,3,5/21/12 12:41,CJ,Commission Junction,cj22,N,ROSTER,0
7315,11727996,5/21/12 14:45,330,Y,2,5/21/12 12:34,CJ,Commission Junction,cj22,N,ROSTER,0
7316,11727996,5/21/12 14:45,330,Y,1,5/20/12 18:05,CPM,Armonix,nar7467,N,ROSTER,1
7317,11727996,5/21/12 14:45,330,Y,0,5/20/12 18:05,CPM,Armonix,nar7467,N,ORIGINATOR,1
7318,11727998,5/21/12 14:43,96.32,N,2,5/18/12 13:53,CPM,Mediawhiz,n62974792,N,CONVERTER,3
7319,11727998,5/21/12 14:43,96.32,N,1,5/15/12 18:49,SEARCH GOOGLE BRAND,G: Medifast Brand Terms > Medifast > ,g000793,Y,ASSIST,6
7320,11727998,5/21/12 14:43,96.32,N,0,5/15/12 18:00,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,ORIGINATOR,6
7321,11728020,5/21/12 15:05,315,Y,1,5/21/12 14:25,TV,TV - MedifastDirect.com - Branding Spot,directspot2012,NULL,CONVERTER,0
7322,11728020,5/21/12 15:05,315,Y,0,5/21/12 14:22,SEARCH GOOGLE BRAND,G: Medifast Brand Terms > Medifast > ,g000793,Y,ORIGINATOR,0
7323,11728023,5/21/12 14:56,315,Y,1,5/21/12 14:07,SEARCH GOOGLE NON-BRAND,G: Competitors > Jenny Craig > Jenny Craig,g000048,N,CONVERTER,0
7324,11728023,5/21/12 14:56,315,Y,0,5/21/12 14:01,SEARCH GOOGLE NON-BRAND,G: Weight Loss > General Weight Loss > weight loss diets,g001739,N,ORIGINATOR,0
7325,11728087,5/21/12 15:13,111.34,Y,2,5/21/12 14:56,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,CONVERTER,0
7326,11728087,5/21/12 15:13,111.34,Y,1,5/21/12 14:55,CPM,Armonix,nar7467,N,ASSIST,0
7327,11728087,5/21/12 15:13,111.34,Y,0,5/21/12 3:30,CPM,Adroll - adr,adr,N,ORIGINATOR,0
7328,11728089,5/21/12 15:21,152.04,N,6,5/21/12 14:51,CJ,Commission Junction,cj22,N,CONVERTER,0
7329,11728089,5/21/12 15:21,152.04,N,5,5/21/12 13:30,CPM,Mediawhiz,n62974792,N,ASSIST,0
7330,11728089,5/21/12 15:21,152.04,N,4,5/21/12 13:25,CPM,Mediawhiz,n62974792,N,ROSTER,0
7331,11728089,5/21/12 15:21,152.04,N,3,5/21/12 13:22,CPM,Mediawhiz,n62974792,N,ROSTER,0
7332,11728089,5/21/12 15:21,152.04,N,2,5/21/12 12:44,CPM,Armonix,nar7467,N,ROSTER,0
7333,11728089,5/21/12 15:21,152.04,N,1,5/21/12 12:44,CPM,Armonix,nar7467,N,ROSTER,0
7334,11728089,5/21/12 15:21,152.04,N,0,5/21/12 12:44,CPM,Armonix,nar7467,N,ORIGINATOR,0
7346,11728209,5/21/12 15:45,210.15,N,8,5/21/12 15:25,CPM,Accordant,n6899541,N,CONVERTER,0
7347,11728209,5/21/12 15:45,210.15,N,7,5/21/12 15:04,CPM,Accordant,n6899541,N,ASSIST,0
7348,11728209,5/21/12 15:45,210.15,N,6,5/21/12 14:49,CPM,Accordant,n6899541,N,ROSTER,0
7349,11728209,5/21/12 15:45,210.15,N,5,5/19/12 13:05,CPM,Mediawhiz,n62974792,N,ROSTER,2
7350,11728209,5/21/12 15:45,210.15,N,4,5/19/12 13:05,CPM,Mediawhiz,n62974792,N,ROSTER,2
7351,11728209,5/21/12 15:45,210.15,N,3,5/19/12 13:05,CPM,Mediawhiz,n62974792,N,ROSTER,2
7352,11728209,5/21/12 15:45,210.15,N,2,5/19/12 3:34,CPM,Armonix,nar7467,N,ROSTER,2
7353,11728209,5/21/12 15:45,210.15,N,1,5/19/12 3:34,CPM,Armonix,nar7467,N,ROSTER,2
7354,11728209,5/21/12 15:45,210.15,N,0,5/19/12 3:34,CPM,Armonix,nar7467,N,ORIGINATOR,2
7355,11728220,5/21/12 15:49,226.65,N,3,4/4/12 18:42,CPM,Armonix,nar7467,N,CONVERTER,47
7356,11728220,5/21/12 15:49,226.65,N,2,3/21/12 14:58,CPM,Mediawhiz,n62974792,N,ASSIST,60
7357,11728220,5/21/12 15:49,226.65,N,1,2/22/12 17:24,SEARCH GOOGLE BRAND,G: Medifast Brand Terms > Medifast > ,g000791,Y,ROSTER,89
7358,11728220,5/21/12 15:49,226.65,N,0,1/19/12 15:29,SEARCH GOOGLE BRAND,G: Medifast Brand Terms > Medifast > ,g000793,Y,ORIGINATOR,122
7359,11728253,5/21/12 16:06,330,N,2,5/21/12 15:32,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,CONVERTER,0
7360,11728253,5/21/12 16:06,330,N,1,5/21/12 15:25,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,ASSIST,0
7361,11728253,5/21/12 16:06,330,N,0,5/18/12 17:42,CPM,24/7 Real Media [old],247,N,ORIGINATOR,3
7362,11728266,5/21/12 16:02,124.02,N,4,5/21/12 14:44,CPM,Mediawhiz,n62974792,N,CONVERTER,0
7363,11728266,5/21/12 16:02,124.02,N,3,5/21/12 14:37,CPM,Mediawhiz,n62974792,N,ASSIST,0
7364,11728266,5/21/12 16:02,124.02,N,2,5/21/12 14:17,CPM,Mediawhiz,n62974792,N,ROSTER,0
7365,11728266,5/21/12 16:02,124.02,N,1,5/20/12 18:18,CPM,24/7 Real Media [old],247,N,ROSTER,1
7366,11728266,5/21/12 16:02,124.02,N,0,5/20/12 18:14,CPM,24/7 Real Media [old],247,N,ORIGINATOR,1
7367,11728276,5/21/12 16:06,143.54,Y,4,5/21/12 16:00,CPM,Mediawhiz,n62974792,N,CONVERTER,0
7368,11728276,5/21/12 16:06,143.54,Y,3,5/21/12 16:00,CPM,Mediawhiz,n62974792,N,ASSIST,0
7369,11728276,5/21/12 16:06,143.54,Y,2,5/21/12 16:00,CPM,Mediawhiz,n62974792,N,ROSTER,0
7370,11728276,5/21/12 16:06,143.54,Y,1,5/21/12 15:59,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,ROSTER,0
7371,11728276,5/21/12 16:06,143.54,Y,0,5/21/12 15:14,CPM,Armonix,nar7467,N,ORIGINATOR,0
7372,11728310,5/21/12 17:10,332.05,Y,5,5/21/12 16:39,CJ,Commission Junction,cj22,N,CONVERTER,0
7373,11728310,5/21/12 17:10,332.05,Y,4,5/21/12 16:29,CJ,Commission Junction,cj22,N,ASSIST,0
7374,11728310,5/21/12 17:10,332.05,Y,3,5/21/12 16:28,CJ,Commission Junction,cj22,N,ROSTER,0
7375,11728310,5/21/12 17:10,332.05,Y,2,5/21/12 16:01,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,ROSTER,0
7376,11728310,5/21/12 17:10,332.05,Y,1,5/21/12 15:59,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,ROSTER,0
7377,11728310,5/21/12 17:10,332.05,Y,0,5/21/12 15:54,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,ORIGINATOR,0
7378,11728349,5/21/12 16:32,315,Y,1,5/21/12 16:22,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,CONVERTER,0
7379,11728349,5/21/12 16:32,315,Y,0,5/21/12 16:13,SEARCH GOOGLE BRAND,G: Medifast Brand Terms > Medifast > ,g000793,Y,ORIGINATOR,0
7380,11728399,5/21/12 16:38,325,Y,2,5/21/12 16:29,CJ,Commission Junction,cj22,N,CONVERTER,0
7381,11728399,5/21/12 16:38,325,Y,1,5/21/12 16:29,CPM,Armonix,nar7467,N,ASSIST,0
7382,11728399,5/21/12 16:38,325,Y,0,5/21/12 16:29,CPM,Armonix,nar7467,N,ORIGINATOR,0
7383,11728420,5/21/12 16:45,175.55,N,1,5/8/12 18:07,CPM,Acerno,acerno,N,CONVERTER,13
7384,11728420,5/21/12 16:45,175.55,N,0,11/14/11 0:32,BUZZ AFFILIATE,Buy.at Buzz CPA,buyat,N,ORIGINATOR,187
7385,11728428,5/21/12 16:43,160.25,Y,1,5/21/12 16:38,CJ,Commission Junction,cj22,N,CONVERTER,0
7386,11728428,5/21/12 16:43,160.25,Y,0,5/21/12 16:22,SEARCH GOOGLE BRAND,G: Medifast Brand Terms > Medifast > ,g000791,Y,ORIGINATOR,0
7387,11728448,5/21/12 16:55,330,Y,3,5/21/12 16:30,CPM,Armonix,nar7467,N,CONVERTER,0
7388,11728448,5/21/12 16:55,330,Y,2,5/21/12 16:27,CPM,Armonix,nar7467,N,ASSIST,0
7389,11728448,5/21/12 16:55,330,Y,1,5/21/12 15:46,BUZZ AFFILIATE,ValueClick CPA,vc225,N,ROSTER,0
7390,11728448,5/21/12 16:55,330,Y,0,5/21/12 15:13,CPM,Mediawhiz,n62974792,N,ORIGINATOR,0
7403,11728494,5/21/12 17:09,330,Y,1,5/21/12 14:33,CPM,Adroll - adr,adr,N,CONVERTER,0
7404,11728494,5/21/12 17:09,330,Y,0,5/21/12 12:52,CPM,Mediawhiz,n62974792,N,ORIGINATOR,0
7405,11728516,5/21/12 17:12,575.45,Y,5,5/21/12 3:49,CPM,Adroll - adr,adr,N,CONVERTER,0
7406,11728516,5/21/12 17:12,575.45,Y,4,5/21/12 3:45,CPM,Adroll - adr,adr,N,ASSIST,0
7407,11728516,5/21/12 17:12,575.45,Y,3,5/21/12 3:45,CPM,Mediawhiz,n62974792,N,ROSTER,0
7408,11728516,5/21/12 17:12,575.45,Y,2,5/21/12 3:45,CPM,Adroll - adr,adr,N,ROSTER,0
7409,11728516,5/21/12 17:12,575.45,Y,1,5/21/12 3:45,CPM,Mediawhiz,n62974792,N,ROSTER,0
7410,11728516,5/21/12 17:12,575.45,Y,0,5/21/12 3:45,CPM,Adroll - adr,adr,N,ORIGINATOR,0
7411,11728523,5/21/12 17:09,219.8,Y,4,5/21/12 16:54,CPM,Mediawhiz,n62974792,N,CONVERTER,0
7412,11728523,5/21/12 17:09,219.8,Y,3,5/21/12 16:54,BUZZ AFFILIATE,ValueClick CPA,vc225,N,ASSIST,0
7413,11728523,5/21/12 17:09,219.8,Y,2,5/21/12 16:35,CPM,Mediawhiz,n62974792,N,ROSTER,0
7414,11728523,5/21/12 17:09,219.8,Y,1,5/21/12 16:12,CPM,Mediawhiz,n62974792,N,ROSTER,0
7415,11728523,5/21/12 17:09,219.8,Y,0,5/21/12 14:40,SEARCH GOOGLE BRAND,G: Medifast Brand Terms > Medifast > ,g000793,Y,ORIGINATOR,0
7416,11728544,5/21/12 17:12,158.23,N,3,4/18/12 17:38,CPM,Armonix,nar7467,N,CONVERTER,33
7417,11728544,5/21/12 17:12,158.23,N,2,3/23/12 18:33,CPM,Armonix,nar7467,N,ASSIST,58
7418,11728544,5/21/12 17:12,158.23,N,1,3/23/12 18:31,CPM,Armonix,nar7467,N,ROSTER,58
7419,11728544,5/21/12 17:12,158.23,N,0,3/23/12 13:51,SEARCH GOOGLE BRAND,G: Medifast Brand Terms > Medifast > ,g000791,Y,ORIGINATOR,58
7420,11728622,5/21/12 17:30,172.57,Y,1,5/21/12 17:15,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,CONVERTER,0
7421,11728622,5/21/12 17:30,172.57,Y,0,5/21/12 2:15,SEARCH GOOGLE BRAND,G: Medifast Brand Terms > Medifast URL Options > www.medifast.com,g001264,Y,ORIGINATOR,0
7422,11728728,5/21/12 18:07,285,Y,3,5/21/12 17:44,SEARCH GOOGLE NON-BRAND,G: Diet Plans > Meal Plans > ,3257125,N,CONVERTER,0
7423,11728728,5/21/12 18:07,285,Y,2,5/21/12 14:55,CPM,Acerno,acerno,N,ASSIST,0
7424,11728728,5/21/12 18:07,285,Y,1,5/18/12 21:21,CPM,Acerno,acerno,N,ROSTER,3
7425,11728728,5/21/12 18:07,285,Y,0,5/18/12 21:21,CPM,Acerno,acerno,N,ORIGINATOR,3
7426,11728758,5/21/12 18:09,111.6,Y,1,5/21/12 17:52,BUZZ AFFILIATE,ValueClick CPA,vc225,N,CONVERTER,0
7427,11728758,5/21/12 18:09,111.6,Y,0,5/21/12 17:15,SEARCH GOOGLE BRAND,G: Medifast Brand Terms > Medifast > ,g000793,Y,ORIGINATOR,0
7432,11728810,5/21/12 18:39,334.43,Y,4,5/20/12 22:49,CPM,Adroll - adr,adr,N,CONVERTER,1
7433,11728810,5/21/12 18:39,334.43,Y,3,5/20/12 22:10,CPM,Adroll - adr,adr,N,ASSIST,1
7434,11728810,5/21/12 18:39,334.43,Y,2,5/20/12 22:10,CPM,Adroll - adr,adr,N,ROSTER,1
7435,11728810,5/21/12 18:39,334.43,Y,1,5/20/12 21:59,CPM,Mediawhiz,n62974792,N,ROSTER,1
7436,11728810,5/21/12 18:39,334.43,Y,0,5/20/12 21:54,CPM,Mediawhiz,n62974792,N,ORIGINATOR,1
7449,11728900,5/21/12 18:56,340.87,Y,3,5/21/12 15:53,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,CONVERTER,0
7450,11728900,5/21/12 18:56,340.87,Y,2,5/21/12 15:13,CPM,Mediawhiz,n62974792,N,ASSIST,0
7451,11728900,5/21/12 18:56,340.87,Y,1,5/21/12 15:13,CPM,Mediawhiz,n62974792,N,ROSTER,0
7452,11728900,5/21/12 18:56,340.87,Y,0,5/21/12 15:11,CPM,Mediawhiz,n62974792,N,ORIGINATOR,0
7453,11728906,5/21/12 19:00,330,N,7,5/21/12 18:10,CPM,Mediawhiz,n62974792,N,CONVERTER,0
